"effect","component","term","estimate","std.error","conf.low","conf.high","species","significant"
"fixed","cond","(Intercept)",358.278549071894,254.411295192077,-134.7714545162,846.502605217915,"Castilleja occidentalis",FALSE
"fixed","cond","year",-0.0857219409567966,0.13149424274331,-0.337446508337699,0.166818027075349,"Castilleja occidentalis",FALSE
"fixed","cond","prevWintPPT",5.77678225228837,5.56041477119727,-5.26850679715693,16.5003904029067,"Castilleja occidentalis",FALSE
"fixed","cond","tmean.avg",0.0732589638626061,1.69895756589182,-3.34041804930374,3.40150426633165,"Castilleja occidentalis",FALSE
"fixed","cond","data_typespecimen",2.38827215452216,10.6221833942136,-18.5798104969295,22.9021407767033,"Castilleja occidentalis",FALSE
"fixed","cond","(Intercept)",263.267409361812,258.407182727768,-266.961743986809,777.287170664679,"Eremogone fendleri",FALSE
"fixed","cond","year",-0.0680879778016138,0.128680039020496,-0.325307986072081,0.188926691440165,"Eremogone fendleri",FALSE
"fixed","cond","prevWintPPT",-7.38235203178648,8.43902468462452,-23.6841666320252,9.43065447796594,"Eremogone fendleri",FALSE
"fixed","cond","tmean.avg",1.52255582456458,1.24550470531578,-0.951623257573111,4.01789819223776,"Eremogone fendleri",FALSE
"fixed","cond","data_typespecimen",-2.59148263508599,10.4358364169997,-23.2581442639435,17.9186055216664,"Eremogone fendleri",FALSE
"fixed","cond","(Intercept)",692.794558380709,428.389925049868,-166.126893895128,1535.50832522588,"Geum rossii",FALSE
"fixed","cond","year",-0.240122190721257,0.210447370696593,-0.649211419255061,0.182343858916855,"Geum rossii",FALSE
"fixed","cond","prevWintPPT",5.9336241146793,5.87474074825593,-5.95027684825203,17.4513526711481,"Geum rossii",FALSE
"fixed","cond","tmean.avg",-0.905831983318395,1.14162826553007,-3.11973423876402,1.40808870425842,"Geum rossii",FALSE
"fixed","cond","data_typespecimen",15.1200425690036,13.4647508539828,-10.4024237225802,41.8608261013149,"Geum rossii",FALSE
"fixed","cond","(Intercept)",366.012930896288,161.29475878029,58.9154939766667,685.17363363944,"Primula angustifolia",TRUE
"fixed","cond","year",-0.142222508192004,0.0802456290822956,-0.303757622865085,0.00895047205168217,"Primula angustifolia",FALSE
"fixed","cond","prevWintPPT",-0.238532145759682,3.4791659812126,-7.27785764242344,6.47986049661895,"Primula angustifolia",FALSE
"fixed","cond","tmean.avg",1.92240958187213,0.623560329413555,0.69522335516841,3.15171221758925,"Primula angustifolia",TRUE
"fixed","cond","data_typespecimen",11.1591341554053,6.69235484557532,-1.61416804867397,24.0654445781553,"Primula angustifolia",FALSE
"fixed","cond","(Intercept)",935.843627567852,240.331442834561,462.11162566299,1384.71886277323,"Bistorta bistortoides",TRUE
"fixed","cond","year",-0.342560906719607,0.120188326518456,-0.566062932088513,-0.107001535785965,"Bistorta bistortoides",TRUE
"fixed","cond","prevWintPPT",-3.62190173471021,4.73194795194426,-12.6950739668579,5.75862648980085,"Bistorta bistortoides",FALSE
"fixed","cond","tmean.avg",-0.874283130596324,1.08319788307176,-3.06506804688459,1.18975887971053,"Bistorta bistortoides",FALSE
"fixed","cond","data_typespecimen",-10.1475202683976,8.75365351802069,-27.1301250826021,7.14086163552362,"Bistorta bistortoides",FALSE
"fixed","cond","(Intercept)",537.361734815421,234.201253152003,92.9409665399881,1003.64113143264,"Trifolium nanum",TRUE
"fixed","cond","year",-0.199097188141085,0.11280333157624,-0.424384153240486,0.0179475104173447,"Trifolium nanum",FALSE
"fixed","cond","prevWintPPT",-2.25134150752096,4.52327497163711,-11.0455973294716,6.47324689139386,"Trifolium nanum",FALSE
"fixed","cond","tmean.avg",0.900838245343568,0.871462616984525,-0.778713970817422,2.6345373620695,"Trifolium nanum",FALSE
"fixed","cond","data_typespecimen",9.43378921386619,9.04907297898918,-8.26061705824509,27.1866616887393,"Trifolium nanum",FALSE
"fixed","cond","(Intercept)",433.008731932082,196.315266665245,41.9499206422936,822.462557381694,"Pedicularis groenlandica",TRUE
"fixed","cond","year",0.00454856303366943,0.108811672832482,-0.2174003753203,0.222683017757278,"Pedicularis groenlandica",FALSE
"fixed","cond","prevWintPPT",-5.50547635419358,4.21340264714968,-13.8862707095378,3.03747384383067,"Pedicularis groenlandica",FALSE
"fixed","cond","tmean.avg",-4.52225605407136,1.25110207369051,-7.01689973207123,-2.01355622522934,"Pedicularis groenlandica",TRUE
"fixed","cond","data_typespecimen",-2.47740068892915,7.78732685984961,-17.7123546829788,13.2734959279318,"Pedicularis groenlandica",FALSE
"fixed","cond","(Intercept)",169.062228589143,216.231554942967,-274.679730162544,584.106861488957,"Polemonium viscosum",FALSE
"fixed","cond","year",-0.0268427859617099,0.106318010909493,-0.233865490928367,0.18657944772325,"Polemonium viscosum",FALSE
"fixed","cond","prevWintPPT",0.801909808728345,5.33314774584992,-9.80823413946771,11.0675558948415,"Polemonium viscosum",FALSE
"fixed","cond","tmean.avg",1.15896568190767,0.77496989775086,-0.4061655275175,2.67533766417508,"Polemonium viscosum",FALSE
"fixed","cond","data_typespecimen",16.7049364583641,8.55180994795072,-0.041692678175634,33.3786957850786,"Polemonium viscosum",FALSE
"fixed","cond","(Intercept)",721.422171953757,186.145585900421,354.829789233502,1091.32727832591,"Gentiana algida",TRUE
"fixed","cond","year",-0.167066975293957,0.0955528836864341,-0.356206503765925,0.017677519713689,"Gentiana algida",FALSE
"fixed","cond","prevWintPPT",3.79409498088,3.24415189119658,-2.55210605333147,10.0977702007002,"Gentiana algida",FALSE
